[20:30] [VALKRY-INFO] Initialized Valkry 2D Renderer
[20:31] [VALKRY-INFO] Created GLFW window
[20:31] [VALKRY-INFO] Created shader program with render ID  - 3
[20:31] [VALKRY-INFO] Created shader program with render ID  - 6
[20:31] [VALKRY-INFO] STB_IMAGE loaded texture from res/concrete_diffuse.png
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 65
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:38] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 83
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:39] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 68
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:40] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 87
[20:41] [VALKRY-INFO] Event - Key Pressed - 65
[20:41] [VALKRY-INFO] Event - Key Pressed - 65
[20:41] [VALKRY-INFO] Event - Key Pressed - 65
[20:41] [VALKRY-INFO] Event - Key Pressed - 65
[20:41] [VALKRY-INFO] Event - Key Pressed - 65
[20:41] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:42] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 65
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:43] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 87
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 68
[20:44] [VALKRY-INFO] Event - Key Pressed - 83
[20:44] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
